rank,symbol,asset_type,timeframe,macd_params,long_hold_bars,short_hold_bars,long_total_events,long_rise_n,long_fall_n,long_win_rate,long_post_mean_rise,long_post_mean_fall,long_post_mean_total,long_plus1sd,long_minus1sd,long_post_max,long_post_min,long_pre_mean,long_pre_plus1sd,long_pre_minus1sd,short_total_events,short_rise_n,short_fall_n,short_win_rate,short_post_mean_rise,short_post_mean_fall,short_post_mean_total,short_plus1sd,short_minus1sd,short_post_max,short_post_min,short_pre_mean,short_pre_plus1sd,short_pre_minus1sd,base_long_rise_rate,base_short_fall_rate,base_long_mean,base_short_mean,long_edge,short_edge,long_mag_edge,short_mag_edge,active_signal,current_macd,current_signal,current_diff,long_expectancy,short_expectancy,combined_expectancy
11,SMH,ETF,1M,12/26/9,6,3,85,68,17,0.8,0.22922063811309779,-0.09420970164725169,0.1645345701610279,0.35365298866009304,-0.02458384833803723,0.6359713863971843,-0.3402849740932643,0.1874852969175915,0.3349973962065663,0.0399731976286167,33,24,9,0.2727272727272727,0.14556079399707886,-0.134193887430313,0.06926406269869927,0.2283942169905629,-0.08986609159316435,0.36681181370692906,-0.24492216456634547,-0.011374026154841474,0.15159876755316562,-0.17434681986284858,0.7815126050420168,0.22131147540983606,0.1680277089022383,0.08251422075892757,0.01848739495798324,0.051415797317436646,-0.0034931387412104054,0.013250158060228306,LONG,74.5147,52.1235,22.3912,0.164535,0.069264,0.116899
12,SOXX,ETF,1M,12/26/9,6,3,85,66,19,0.7764705882352941,0.2121989244939178,-0.11873164932747618,0.13822620799266505,0.33173065500620635,-0.055278239020876224,0.8107771112758645,-0.3553133816451845,0.16756186727205838,0.30208527013875064,0.03303846440536615,33,23,10,0.30303030303030304,0.1566455114268297,-0.11825665230522972,0.07334182544741773,0.2301178409240593,-0.08343419002922385,0.3056462140992167,-0.26128296146044616,-0.013111375491693207,0.16136994669297397,-0.18759269767636036,0.7983193277310925,0.2540983606557377,0.1542770173019183,0.07705669865869011,-0.021848739495798353,0.04893194237456533,-0.01605080930925326,0.003714873211272382,LONG,62.8096,38.4899,24.3197,0.138226,0.073342,0.105784
13,CAT,Stock,1M,12/26/9,6,3,73,56,17,0.7671232876712328,0.23039186550914564,-0.11081893118797737,0.1509318169632403,0.35930659090960404,-0.05744295698312349,0.7726947308132875,-0.19798407167745152,0.1901988756564387,0.36732981087051286,0.013067940442364562,45,28,17,0.37777777777777777,0.15524062233155855,-0.09830385030763314,0.059457154890086135,0.21979351038088785,-0.10087920060071559,0.4600195026816186,-0.21424702058504874,-0.02735973999053156,0.0928868221213385,-0.1476063021024016,0.7058823529411765,0.3442622950819672,0.1450298981878137,0.07306073576147665,0.06124093473005632,0.03351548269581056,0.00590191877542659,0.013603580871390512,LONG,131.0368,88.8729,42.1639,0.150932,0.059457,0.105194
14,GOOGL,Stock,1M,12/26/9,6,3,80,63,17,0.7875,0.17617838417125561,-0.11548788150630372,0.1141993027147743,0.2824343465730417,-0.054035741143493105,0.47455401116340135,-0.3122168692025598,0.15927054873567795,0.3190995374499791,-0.0005584399786232319,38,29,9,0.23684210526315788,0.13690747386757332,-0.08738289662724841,0.0837860703293261,0.22382473783911105,-0.056252597180458844,0.46529442417926,-0.18749999999999992,-0.03901950018522231,0.0978342929929971,-0.1758732933634417,0.7983193277310925,0.30327868852459017,0.13551064136360721,0.06434600725685441,-0.01081932773109251,-0.06643658326143229,-0.021311338648832917,-0.01944006307247169,LONG,54.3526,40.42,13.9326,0.114199,0.083786,0.098993
15,AMZN,Stock,1M,12/26/9,6,3,75,62,13,0.8266666666666667,0.178636899118117,-0.06144668899136312,0.1370224105124738,0.2935671063480228,-0.019522285323075206,0.5423210279420764,-0.18531399046104935,0.192743661812418,0.35902468558922945,0.026462638035606556,44,31,13,0.29545454545454547,0.13969539682547263,-0.14744156966550911,0.054859474907682566,0.22794207732925334,-0.11822312751388822,0.4149143501897631,-0.34840490797546014,-0.03870005693924236,0.11576624849886544,-0.19316636237735016,0.7394957983193278,0.3114754098360656,0.12661687971766009,0.063886628188562,0.08717086834733889,-0.016020864381520117,0.010405530794813711,0.009027153280879434,LONG,19.855,18.7407,1.1143,0.137022,0.054859,0.095941
16,NOW,Stock,1M,12/26/9,6,3,91,73,18,0.8021978021978022,0.24792972137310137,-0.11484560132696187,0.1761719652346273,0.377355140667074,-0.025011210197819378,0.6922540125610607,-0.314797563597277,0.19665619913171803,0.34773672741669626,0.04557567084673983,30,14,16,0.5333333333333333,0.17288319584821155,-0.16184311077903296,-0.005637501019652215,0.19926770644856168,-0.2105427084878661,0.3680485338725986,-0.36359186337430655,-0.0935188676646385,0.0810622235190183,-0.2680999588482953,0.7478991596638656,0.319672131147541,0.14240590295371758,0.06545812580095851,0.05429864253393668,0.21366120218579232,0.033766062280909726,0.07109562682061073,SHORT,-12.1341,0.8396,-12.9737,0.176172,0.005638,0.090905
17,MSFT,Stock,1M,12/26/9,6,3,92,72,20,0.782608695652174,0.1764545971127708,-0.12167336399480326,0.11164417078503734,0.26314475779739793,-0.03985641622732326,0.3920745632985619,-0.2853171155516942,0.14903001319408818,0.25171116771706525,0.04634885867111113,28,18,10,0.35714285714285715,0.14377939904598042,-0.06966380751281871,0.06754968241783788,0.20362616772834422,-0.06852680289266846,0.3497444719931185,-0.17314953337607755,-0.05252808439168988,0.07200244965922982,-0.17705861844260956,0.7899159663865546,0.28688524590163933,0.12128156701734476,0.056070596189810404,-0.007307270734380644,0.07025761124121782,-0.009637396232307416,-0.011479086228027471,SHORT,10.137,24.2714,-14.1343,0.111644,0.06755,0.089597
18,SLV,ETF,1M,12/26/9,6,3,68,42,26,0.6176470588235294,0.2894552285396855,-0.08256625965836337,0.14721171834631389,0.45443845969426355,-0.1600150230016358,1.3484387952473058,-0.18687258687258687,0.13203875231389572,0.3275713486045153,-0.06349384397672386,50,25,25,0.5,0.1272933131717587,-0.06522206613424335,0.031035623518757677,0.17565302826167878,-0.11358178122416342,0.6201716738197424,-0.18531468531468526,-0.034861301448114716,0.06873557569585259,-0.13845817859208204,0.5882352941176471,0.45081967213114754,0.10523967220608098,0.05146792529333759,0.02941176470588236,0.04918032786885246,0.04197204614023291,0.02043230177457991,LONG,12.2448,9.2825,2.9623,0.147212,0.031036,0.089124
19,XLK,ETF,1M,12/26/9,6,3,92,76,16,0.8260869565217391,0.13896066565963003,-0.08226575557599418,0.10048650544473887,0.21190232785589802,-0.010929316966420285,0.4518536949489924,-0.2689210950080515,0.12594182239858287,0.217187089773561,0.03469655502360475,26,22,4,0.15384615384615385,0.11053432873377046,-0.10403224409119721,0.07752408676069852,0.1881278433658399,-0.033079669844442855,0.2512620249547577,-0.20020133383666788,-0.027907221184882283,0.0939014899569826,-0.14971593232674715,0.8235294117647058,0.22131147540983606,0.11013662879862472,0.054634573575939614,0.002557544757033292,-0.0674653215636822,-0.009650123353885848,-0.02288951318475891,LONG,15.7244,13.0515,2.6728,0.100487,0.077524,0.089005
20,ISRG,Stock,1M,12/26/9,6,3,84,63,21,0.75,0.20535063657289956,-0.12328557712530086,0.12319158314834941,0.3157701677664828,-0.06938700146978397,0.47502128867442545,-0.44138602838853325,0.16800162750080708,0.31774752797971323,0.018255727021900925,37,21,16,0.43243243243243246,0.18368377496064073,-0.11742623130907838,0.05347404251968112,0.23800582250222618,-0.13105773746286392,0.4156530089628683,-0.33469238928666134,-0.019682538420979848,0.14532080901454747,-0.18468588585650714,0.7563025210084033,0.3442622950819672,0.1235231393620694,0.05994970526075866,-0.006302521008403339,0.08817013735046525,-0.0003315562137199968,0.00647566274107754,SHORT,17.4487,34.5722,-17.1235,0.123192,0.053474,0.088333
21,GE,Stock,1M,12/26/9,6,3,82,52,30,0.6341463414634146,0.32309199238127506,-0.17489633942822053,0.14090113928024012,0.4717200636997942,-0.18991778513931395,1.1075450831697025,-0.5124491771539206,0.1843226140560759,0.48235934111957335,-0.1137141130074216,36,12,24,0.6666666666666666,0.20988791588568856,-0.1473765331714144,-0.028288383485713418,0.18905961114547537,-0.2456363781169022,0.4622171077867279,-0.4204022840016535,-0.16473460188751704,-0.0011777256946997883,-0.3282914780803343,0.5546218487394958,0.47540983606557374,0.09110588071313344,0.03801639276491054,0.07952449272391882,0.1912568306010929,0.049795258567106676,0.06630477625062396,SHORT,43.8353,45.7253,-1.89,0.140901,0.028288,0.084595
22,COST,Stock,1M,12/26/9,6,3,86,60,26,0.6976744186046512,0.15889399837459184,-0.06125561824845343,0.09233713753506652,0.22712488499246564,-0.04245060992233261,0.43478150984406205,-0.17987323087609627,0.12565047845531108,0.23821292350813197,0.013088033402490179,35,25,10,0.2857142857142857,0.1141791803570093,-0.039213224953752825,0.0703527788396487,0.16090013480369125,-0.020194577124393848,0.257837955253059,-0.10212331942512748,-0.010035029026172038,0.07418029921507681,-0.09425035726742088,0.7478991596638656,0.28688524590163933,0.10619357271033267,0.05152864338205083,-0.05022474105921437,-0.0011709601873536313,-0.013856435175266149,-0.018824135457597875,SHORT,65.5471,72.3792,-6.8321,0.092337,0.070353,0.081345
23,ARKK,ETF,1M,12/26/9,6,3,81,57,24,0.7037037037037037,0.26916459974968315,-0.11456169007855543,0.15546792128205691,0.41477492733991284,-0.10383908477579903,0.8137873055905843,-0.422519052691961,0.20048889703989708,0.43161316336311706,-0.030635369283322916,37,19,18,0.4864864864864865,0.1659124432433506,-0.18988002379110633,-0.0071757839626014315,0.22610226421824736,-0.24045383214345023,0.6206818181818182,-0.39840096545481973,-0.10531290077067021,0.10827070301936587,-0.3188965045607063,0.6470588235294118,0.36065573770491804,0.11471266562600352,0.05381078919044428,0.05664488017429192,0.12583074878156847,0.040755255656053396,0.06098657315304572,LONG,6.1967,6.1104,0.0862,0.155468,0.007176,0.081322
24,META,Stock,1M,12/26/9,6,3,86,62,24,0.7209302325581395,0.205207966485051,-0.14389201927158524,0.10778471464598974,0.32185845355488074,-0.10628902426290124,0.6564601710094968,-0.44375032948494914,0.1962522060983234,0.43594427469271374,-0.04343986249606696,35,19,16,0.45714285714285713,0.2642839098747718,-0.2027085741576884,0.050801631459932814,0.34935204819198623,-0.24774878527212058,0.7611766661126806,-0.4144563167818982,-0.09319466945157173,0.23468328280384604,-0.4210726217069895,0.6974789915966386,0.36885245901639346,0.13535662622382041,0.0604587989215597,0.023451240961500863,0.08829039812646367,-0.027571911577830677,0.009657167461626884,SHORT,47.2285,69.8459,-22.6174,0.107785,0.050802,0.079293
25,QCOM,Stock,1M,12/26/9,6,3,65,31,34,0.47692307692307695,0.23761630857011626,-0.12326487980901545,0.048847686956416586,0.2671500056077948,-0.16945463169496158,0.6702115996053066,-0.3014709903209931,0.20444675408813534,0.41280597752471054,-0.003912469348439862,55,32,23,0.41818181818181815,0.23851919433041086,-0.07200851539767884,0.10866215208048244,0.31634565842948664,-0.09902135426852177,0.7392972536348947,-0.1888873569557425,-0.07593244803632974,0.037124926751377685,-0.18898982282403717,0.5546218487394958,0.4672131147540984,0.08454692212446407,0.04769264748584217,-0.07769877181641888,-0.049031296572280225,-0.03569923516804749,-0.06096950459464027,LONG,7.9582,4.1235,3.8346,0.048848,0.108662,0.078755
26,URA,ETF,1M,12/26/9,6,3,52,32,20,0.6153846153846154,0.235656357785616,-0.10618364283720863,0.104179434469145,0.34934299175054045,-0.14098412281225042,0.849535080304311,-0.24235474006116206,0.23140254289266618,0.47695948179032055,-0.014154396004988162,66,36,30,0.45454545454545453,0.16280732366717957,-0.07971819593033753,0.0525684511228536,0.22308237525351765,-0.11794547300781044,0.6932809773123909,-0.21389891696750896,-0.04599233015187686,0.04460245773164096,-0.1365871180353947,0.5462184873949579,0.47540983606557374,0.09152563903249215,0.04693703149164486,0.06916612798965749,-0.020864381520119213,0.012653795436652848,-0.005631419631208737,LONG,6.8128,5.858,0.9547,0.104179,0.052568,0.078374
27,ORCL,Stock,1M,12/26/9,6,3,84,46,38,0.5476190476190477,0.23110418919977724,-0.11468756904019939,0.07467458428169257,0.3055444994400382,-0.15619533087665305,1.0115871539947072,-0.4769236239510738,0.15160010706832402,0.33957078511060546,-0.03637057097395743,36,28,8,0.2222222222222222,0.12681810205898095,-0.07905831809121103,0.08106778647004938,0.25164591298957567,-0.0895103400494769,0.8033683911313247,-0.15544542487610297,-0.046851619226576074,0.08994051889821825,-0.1836437573513704,0.6554621848739496,0.3442622950819672,0.09722618851632542,0.0475775462528228,-0.10784313725490191,-0.122040072859745,-0.022551604234632844,-0.033490240217226575,SHORT,10.6658,18.6295,-7.9638,0.074675,0.081068,0.077871
28,GS,Stock,1M,12/26/9,6,3,63,41,22,0.6507936507936508,0.22852529136509156,-0.10515150850552688,0.11200323426741526,0.3123241436776122,-0.08831767514278169,0.6134096625899903,-0.26094109108503694,0.18789616477966156,0.37258269515724207,0.0032096344020810796,55,37,18,0.32727272727272727,0.1026949293545318,-0.08070261832621822,0.042673913749922694,0.16398882886255997,-0.0786410013627146,0.434458315700381,-0.2550392436674991,-0.03332348522263436,0.09722368094940737,-0.1638706513946761,0.6470588235294118,0.3442622950819672,0.11187767703651547,0.05358011927383787,0.0037348272642390157,-0.016989567809239936,0.00012555723089979764,0.010906205523915177,LONG,125.7115,110.1185,15.593,0.112003,0.042674,0.077339
29,QQQ,ETF,1M,12/26/9,6,3,87,73,14,0.8390804597701149,0.13699680296002842,-0.09118727916478404,0.10027752537672524,0.21472543472190858,-0.0141703839684581,0.4592436974789914,-0.2955133844413725,0.12162728628440773,0.2058197504060267,0.03743482216278876,31,24,7,0.22580645161290322,0.09277373196723522,-0.07942465835677495,0.05389022447471681,0.1549097050257848,-0.047129256076351184,0.20523509088177871,-0.2268991007888786,-0.018525074620127178,0.1084991455632768,-0.14554929480353115,0.8235294117647058,0.22950819672131148,0.1010971806814416,0.04948542026312213,0.015551048005409074,-0.003701745108408261,-0.0008196553047163657,-0.0044048042115946776,LONG,60.448,53.899,6.549,0.100278,0.05389,0.077084
30,JPM,Stock,1M,12/26/9,6,3,80,59,21,0.7375,0.1607942679740211,-0.13620475089042067,0.08283202552210514,0.2530508111776526,-0.08738676013344232,0.3886385580946251,-0.32525107604017217,0.14894645190535605,0.2760037048606194,0.021889198950092698,38,27,11,0.2894736842105263,0.11679489703914694,-0.07043452685527697,0.0625969059118137,0.18360001920318142,-0.05840620737955403,0.3199335203074686,-0.1739289906103286,-0.04829718395635351,0.10846242158208616,-0.2050567894947932,0.7647058823529411,0.30327868852459017,0.09977177420301823,0.04821148645507772,-0.02720588235294108,-0.01380500431406384,-0.016939748680913094,-0.014385419456735979,SHORT,29.7305,32.4409,-2.7104,0.082832,0.062597,0.072714
31,WMT,Stock,1M,12/26/9,6,3,82,66,16,0.8048780487804879,0.14942801408440265,-0.05637170720876451,0.10927197090524808,0.239724637735185,-0.02118069592468884,0.43006993006993,-0.16296087813115684,0.107655953124127,0.21346292467430666,0.0018489815739473198,36,27,9,0.25,0.06959655075804502,-0.06774025215425054,0.035262350029971135,0.11056387905804274,-0.04003917899810047,0.15213151295625524,-0.18352135374697823,-0.0017485704882064068,0.08678064422969105,-0.09027778520610387,0.7815126050420168,0.27049180327868855,0.09508165580374513,0.04676428769779797,0.023365443738471048,-0.020491803278688547,0.014190315101502954,0.011501937667826832,LONG,14.7596,13.5405,1.2191,0.109272,0.035262,0.072267
32,MA,Stock,1M,12/26/9,6,3,87,71,16,0.8160919540229885,0.1455736318008497,-0.05518158979360441,0.1086531312777317,0.22621001965106746,-0.008903757095604078,0.40222634508348776,-0.13116296258966206,0.12374073825235594,0.21730968850728105,0.030171787997430838,34,18,16,0.47058823529411764,0.1167080188603993,-0.05945723883558722,0.03380672112111154,0.13829853363493455,-0.07068509139271145,0.22412651101175685,-0.12475476457399098,-0.014047226239872477,0.09273174610437167,-0.12082619858411663,0.7983193277310925,0.29508196721311475,0.09827300569507375,0.046908528479315585,0.01777262629189602,0.1755062680810029,0.010380125582657954,0.013101807358204043,SHORT,14.5503,28.6505,-14.1002,0.108653,0.033807,0.07123
33,DRIV,ETF,1M,12/26/9,6,3,36,22,14,0.6111111111111112,0.2541416744509613,-0.11170286654341925,0.11186879739759109,0.3623383988132928,-0.1386008040181106,0.6731266149870799,-0.29675728791352773,0.2094175791099263,0.3952821632036117,0.02355299501624092,55,31,24,0.43636363636363634,0.09756919295389962,-0.06567126165032093,0.026336994581148843,0.13841974442010527,-0.08574575525780757,0.3155515370705244,-0.22097242380261248,-0.0458448305421114,0.0521181469738744,-0.1438078080580972,0.5217391304347826,0.4,0.07338031410678658,0.0363670461122676,0.08937198067632857,0.03636363636363632,0.03848848329080451,0.010030051531118755,LONG,3.3132,1.8886,1.4246,0.111869,0.026337,0.069103
34,CIBR,ETF,1M,12/26/9,6,3,87,67,20,0.7701149425287356,0.1331985884194539,-0.09757461465532544,0.0801472773677805,0.20144667025023988,-0.04115211551467887,0.34322033898305093,-0.2749011485595933,0.1083831578624639,0.19054555406903634,0.026220761655891447,33,22,11,0.3333333333333333,0.1093185642014653,-0.050278008375894065,0.05611970667567885,0.16534368588780354,-0.05310427253644584,0.33969162295342564,-0.1418581418581419,-0.025440177897179166,0.07725899435756228,-0.12813935015192063,0.7647058823529411,0.29508196721311475,0.08129126808507449,0.041563288262406274,0.005409060175794456,0.038251366120218566,-0.0011439907172939856,-0.014556418413272577,SHORT,4.4308,4.8488,-0.418,0.080147,0.05612,0.068133
35,LIN,Stock,1M,12/26/9,6,3,56,41,15,0.7321428571428571,0.11350587296854303,-0.04583747194949913,0.07082461986549603,0.17508365216944172,-0.03343441243844966,0.3074708130464375,-0.1700199174436395,0.11186143531575514,0.20396896395360148,0.019753906677908814,32,24,8,0.25,0.11105431991403984,-0.0842500351165081,0.062228231156402844,0.17992165548278036,-0.05546519316997467,0.3321919669547258,-0.14211043509168084,-0.019292876387695848,0.06679850107869861,-0.10538425385409031,0.7558139534883721,0.29213483146067415,0.08386621710371203,0.043742093212781503,-0.023671096345515008,-0.04213483146067415,-0.013041597238216004,-0.01848613794362134,LONG,22.0162,19.2836,2.7325,0.070825,0.062228,0.066526
36,IGV,ETF,1M,12/26/9,6,3,93,76,17,0.8172043010752689,0.14026118430389106,-0.1554685774874563,0.08620305580439745,0.23112353748849002,-0.058717425879695126,0.38128729752770674,-0.3220168489878033,0.12810035114737622,0.22158870748781312,0.03461199480693933,28,17,11,0.39285714285714285,0.14084152003183892,-0.09874171528268462,0.04671953472970468,0.1938813014116882,-0.10044223195227885,0.35164051355206843,-0.24259627211656734,-0.08061841516722568,0.04398364280101466,-0.20522047313546601,0.7815126050420168,0.30327868852459017,0.08989854806466255,0.04328907517834027,0.03569169603325206,0.08957845433255268,-0.003695492260265096,-0.0034304595513644093,SHORT,1.5742,4.9674,-3.3932,0.086203,0.04672,0.066461
37,SPGI,Stock,1M,12/26/9,6,3,86,61,25,0.7093023255813954,0.15294738174348124,-0.0799467960584977,0.08524558587081296,0.2272452812023488,-0.056754109460722874,0.47153642113854316,-0.2857839086305172,0.12802567377239865,0.23584979953925525,0.020201548005542053,35,24,11,0.3142857142857143,0.11233504194353229,-0.10748701258919921,0.043248110518959534,0.16888499419550795,-0.0823887731575889,0.2835303884801466,-0.18609234772957778,-0.032748551478575395,0.08571878665507085,-0.15121588961222163,0.7058823529411765,0.3360655737704918,0.09055207238151054,0.04455456067534683,0.0034199726402188713,-0.02177985948477751,-0.005306486510697581,0.0013064501563872927,SHORT,-0.8417,15.3756,-16.2172,0.085246,0.043248,0.064247
38,ABBV,Stock,1M,12/26/9,6,3,77,55,22,0.7142857142857143,0.15508152997042338,-0.07472759970098705,0.0894217786357347,0.2511605305623028,-0.07231697329083342,0.6052066943212703,-0.19368203003625067,0.1164808870140784,0.251507402503508,-0.018545628475351197,41,23,18,0.43902439024390244,0.1320064089258683,-0.08098645820390779,0.038497345307917805,0.17221088476484103,-0.09521619414900541,0.3344995436568301,-0.1608514926313137,-0.01954866262719803,0.10237299680536102,-0.1414703220597571,0.7226890756302521,0.4180327868852459,0.07976945317564794,0.04054983248650037,-0.008403361344537785,0.02099160335865652,0.00965232546008675,0.002052487178582564,SHORT,13.5862,14.8997,-1.3135,0.089422,0.038497,0.06396
