rank,symbol,timeframe,macd_params,long_total_events,long_rise_n,long_fall_n,long_win_rate,long_post_mean_rise,long_post_mean_fall,long_post_mean_total,long_plus1sd,long_minus1sd,long_post_max,long_post_min,long_pre_mean,long_pre_plus1sd,long_pre_minus1sd,short_total_events,short_rise_n,short_fall_n,short_win_rate,short_post_mean_rise,short_post_mean_fall,short_post_mean_total,short_plus1sd,short_minus1sd,short_post_max,short_post_min,short_pre_mean,short_pre_plus1sd,short_pre_minus1sd,base_long_rise_rate,base_short_fall_rate,base_long_mean,base_short_mean,long_edge,short_edge,long_mag_edge,short_mag_edge,active_signal,current_macd,current_signal,current_diff,long_expectancy,short_expectancy,combined_expectancy
1,NVDA,1W,12/26/9,314,246,68,0.7834394904458599,0.2659852645713841,-0.13072900411774202,0.18007262039666888,0.41520548723615336,-0.055060246442815625,0.8694481830417229,-0.5391180654338549,0.13598064267176727,0.26670898660786757,0.005252298735666933,221,136,85,0.38461538461538464,0.11105456105804883,-0.08037743295641354,0.03742687105248638,0.16114277812324967,-0.08628903601827694,0.39053254437869833,-0.32402234636871513,-0.039089533854825345,0.07848877328204498,-0.15666784099169567,0.7429111531190926,0.3587360594795539,0.16196034310422383,0.03856861721269927,0.040528337326767305,0.025879325135830744,0.01811227729244505,-0.0011417461602128906,LONG,8.9015,5.1183,3.7832,0.180073,0.037427,0.10875
