rank,symbol,asset_type,data_through,timeframe,macd_params,long_hold_bars,short_hold_bars,long_total_events,long_rise_n,long_fall_n,long_win_rate,long_post_mean_rise,long_post_mean_fall,long_post_mean_total,long_plus1sd,long_minus1sd,long_post_max,long_post_min,long_pre_mean,long_pre_plus1sd,long_pre_minus1sd,short_total_events,short_rise_n,short_fall_n,short_win_rate,short_post_mean_rise,short_post_mean_fall,short_post_mean_total,short_plus1sd,short_minus1sd,short_post_max,short_post_min,short_pre_mean,short_pre_plus1sd,short_pre_minus1sd,base_long_rise_rate,base_short_fall_rate,base_long_mean,base_short_mean,long_edge,short_edge,long_mag_edge,short_mag_edge,active_signal,current_macd,current_signal,current_diff,current_hist_count,long_bucket_stats,short_bucket_stats,long_expectancy,short_expectancy,combined_expectancy,long_reliability,short_reliability,robust_score
1,LIT,ETF,2026-08-19,1M,12/26/9,6,3,64,45,19,0.703125,0.3523314705689612,-0.09753281696646579,0.21877801020688128,0.5077054360697074,-0.07014941565594482,0.9554502369668247,-0.28778152540528784,0.22946267832367748,0.4796112918795863,-0.02068593523223136,57,18,39,0.6842105263157895,0.12650993566263638,-0.09261602306250023,-0.0234183518861413,0.10881214751058399,-0.1556488512828666,0.45785352372178706,-0.2839358032098395,-0.08516430109087923,0.01146115548868365,-0.18178975767044211,0.5081967213114754,0.488,0.09742043648223686,0.045562535666667785,0.19492827868852458,0.1962105263157895,0.12135757372464442,0.06898088755280908,LONG,7.9665,5.9753,1.9912,20,"{""0"": {""side"": ""long"", ""total_events"": 4, ""rise_n"": 3, ""fall_n"": 1, ""win_rate"": 0.75, ""post_mean_rise"": 0.5100549694213573, ""post_mean_fall"": -0.05836194212849442, ""post_mean_total"": 0.36795074153389434, ""post_plus1sd_total"": 0.7336096524672266, ""post_minus1sd_total"": 0.0022918306005620948, ""post_max"": 0.8297126839523477, ""post_min"": -0.05836194212849442, ""pre_mean"": 0.07839309061551752, ""pre_plus1sd"": 0.14058204276889325, ""pre_minus1sd"": 0.01620413846214179}, ""1-4"": {""side"": ""long"", ""total_events"": 12, ""rise_n"": 11, ""fall_n"": 1, ""win_rate"": 0.9166666666666666, ""post_mean_rise"": 0.3956866302480826, ""post_mean_fall"": -0.024409763905562203, ""post_mean_total"": 0.36067859740194547, ""post_plus1sd_total"": 0.705064303061333, ""post_minus1sd_total"": 0.016292891742557936, ""post_max"": 0.9554502369668247, ""post_min"": -0.024409763905562203, ""pre_mean"": 0.20808307666937848, ""pre_plus1sd"": 0.5417536079939745, ""pre_minus1sd"": -0.1255874546552176}, ""5-8"": {""side"": ""long"", ""total_events"": 12, ""rise_n"": 12, ""fall_n"": 0, ""win_rate"": 1.0, ""post_mean_rise"": 0.3652744943804727, ""post_mean_fall"": null, ""post_mean_total"": 0.3652744943804727, ""post_plus1sd_total"": 0.6272798758677869, ""post_minus1sd_total"": 0.10326911289315849, ""post_max"": 0.7549778761061949, ""post_min"": 0.06040816326530614, ""pre_mean"": 0.2629601526233421, ""pre_plus1sd"": 0.5672151250206714, ""pre_minus1sd"": -0.041294819773987135}, ""9-12"": {""side"": ""long"", ""total_events"": 12, ""rise_n"": 12, ""fall_n"": 0, ""win_rate"": 1.0, ""post_mean_rise"": 0.3186451559567956, ""post_mean_fall"": null, ""post_mean_total"": 0.3186451559567956, ""post_plus1sd_total"": 0.4207532504185447, ""post_minus1sd_total"": 0.21653706149504648, ""post_max"": 0.44535304293127836, ""post_min"": 0.16497175141242934, ""pre_mean"": 0.31446874085148363, ""pre_plus1sd"": 0.5946339113048309, ""pre_minus1sd"": 0.03430357039813642}, ""13+"": {""side"": ""long"", ""total_events"": 24, ""rise_n"": 7, ""fall_n"": 17, ""win_rate"": 0.2916666666666667, ""post_mean_rise"": 0.2521660757947217, ""post_mean_fall"": -0.10413834213698785, ""post_mean_total"": -0.00021622024023922048, ""post_plus1sd_total"": 0.18915163490685, ""post_minus1sd_total"": -0.1895840753873284, ""post_max"": 0.36667828511676537, ""post_min"": -0.28778152540528784, ""pre_mean"": 0.19711195899382425, ""pre_plus1sd"": 0.37328970043756804, ""pre_minus1sd"": 0.020934217550080486}}","{""0"": {""side"": ""short"", ""total_events"": 3, ""rise_n"": 1, ""fall_n"": 2, ""win_rate"": 0.6666666666666666, ""post_mean_rise"": 0.45785352372178706, ""post_mean_fall"": -0.03618591228874892, ""post_mean_total"": 0.12849389971476308, ""post_plus1sd_total"": 0.4144600042241847, ""post_minus1sd_total"": -0.15747220479465854, ""post_max"": 0.45785352372178706, ""post_min"": -0.05663808781501688, ""pre_mean"": -0.15400850514331052, ""pre_plus1sd"": -0.13113188798405293, ""pre_minus1sd"": -0.17688512230256812}, ""1-4"": {""side"": ""short"", ""total_events"": 9, ""rise_n"": 4, ""fall_n"": 5, ""win_rate"": 0.5555555555555556, ""post_mean_rise"": 0.14139874119757748, ""post_mean_fall"": -0.0634524906717815, ""post_mean_total"": 0.027592501270155816, ""post_plus1sd_total"": 0.18885376919046723, ""post_minus1sd_total"": -0.13366876665015562, ""post_max"": 0.41377952755905506, ""post_min"": -0.10176098938029315, ""pre_mean"": -0.09955749734906122, ""pre_plus1sd"": -0.010406385405079557, ""pre_minus1sd"": -0.1887086092930429}, ""5-8"": {""side"": ""short"", ""total_events"": 8, ""rise_n"": 2, ""fall_n"": 6, ""win_rate"": 0.75, ""post_mean_rise"": 0.053645444240293334, ""post_mean_fall"": -0.09024495902319951, ""post_mean_total"": -0.0542723582073263, ""post_plus1sd_total"": 0.024821694004958664, ""post_minus1sd_total"": -0.13336641041961128, ""post_max"": 0.058365758754863904, ""post_min"": -0.18118361153262524, ""pre_mean"": -0.05817554752539315, ""pre_plus1sd"": -0.0003269168163274744, ""pre_minus1sd"": -0.11602417823445882}, ""9-12"": {""side"": ""short"", ""total_events"": 8, ""rise_n"": 2, ""fall_n"": 6, ""win_rate"": 0.75, ""post_mean_rise"": 0.053708675315944455, ""post_mean_fall"": -0.09042019140092122, ""post_mean_total"": -0.054387974721704806, ""post_plus1sd_total"": 0.03055906211908852, ""post_minus1sd_total"": -0.13933501156249814, ""post_max"": 0.0842859580276403, ""post_min"": -0.1774139659204811, ""pre_mean"": -0.0910652846382712, ""pre_plus1sd"": -0.032465963598106176, ""pre_minus1sd"": -0.1496646056784362}, ""13+"": {""side"": ""short"", ""total_events"": 29, ""rise_n"": 9, ""fall_n"": 20, ""win_rate"": 0.6896551724137931, ""post_mean_rise"": 0.11544690158920916, ""post_mean_fall"": -0.10691998594781896, ""post_mean_total"": -0.0379095725742585, ""post_plus1sd_total"": 0.08149778474589392, ""post_minus1sd_total"": -0.1573169298944109, ""post_max"": 0.17910841466631514, ""post_min"": -0.2839358032098395, ""pre_mean"": -0.0793929487344593, ""pre_plus1sd"": 0.0382620625384604, ""pre_minus1sd"": -0.197047960007379}}",0.218778,0.023418,0.121098,6.0577,1.3371,3.6974
2,MA,Stock,2026-08-19,1M,12/26/9,6,3,87,71,16,0.8160919540229885,0.1455736318008497,-0.05518158979360441,0.1086531312777317,0.2262100196510675,-0.008903757095604092,0.40222634508348776,-0.13116296258966206,0.12374073825235594,0.21730968850728105,0.03017178799743085,37,21,16,0.43243243243243246,0.11569580509857688,-0.0600082722649486,0.03971566353597127,0.1435092371263577,-0.06407791005441518,0.22412651101175685,-0.12475476457399098,-0.0216540423592656,0.08378367967636284,-0.12709176439489406,0.7950819672131147,0.288,0.09638366761755772,0.048343132057517176,0.02100998680987376,0.14443243243243248,0.01226946366017398,0.008627468521545903,SHORT,17.1539,22.0009,-4.847,10,"{""0"": {""side"": ""long"", ""total_events"": 5, ""rise_n"": 2, ""fall_n"": 3, ""win_rate"": 0.4, ""post_mean_rise"": 0.04988209302884033, ""post_mean_fall"": -0.014444823026008184, ""post_mean_total"": 0.011285943395931222, ""post_plus1sd_total"": 0.051619579756277886, ""post_minus1sd_total"": -0.02904769296441544, ""post_max"": 0.07693121693121689, ""post_min"": -0.021534548537515907, ""pre_mean"": 0.1880986120724457, ""pre_plus1sd"": 0.39038219730413354, ""pre_minus1sd"": -0.014184973159242165}, ""1-4"": {""side"": ""long"", ""total_events"": 13, ""rise_n"": 9, ""fall_n"": 4, ""win_rate"": 0.6923076923076923, ""post_mean_rise"": 0.11322072590905576, ""post_mean_fall"": -0.07193872592004673, ""post_mean_total"": 0.05624858688471653, ""post_plus1sd_total"": 0.15573121759876302, ""post_minus1sd_total"": -0.043234043829329945, ""post_max"": 0.17249602543720188, ""post_min"": -0.12662931942980746, ""pre_mean"": 0.10947645830716152, ""pre_plus1sd"": 0.1892670790857231, ""pre_minus1sd"": 0.029685837528599934}, ""5-8"": {""side"": ""long"", ""total_events"": 9, ""rise_n"": 9, ""fall_n"": 0, ""win_rate"": 1.0, ""post_mean_rise"": 0.11872978417828937, ""post_mean_fall"": null, ""post_mean_total"": 0.11872978417828937, ""post_plus1sd_total"": 0.19551227421397516, ""post_minus1sd_total"": 0.04194729414260359, ""post_max"": 0.21636230456416852, ""post_min"": 0.0011400735865678543, ""pre_mean"": 0.07175628461715308, ""pre_plus1sd"": 0.11670870116989115, ""pre_minus1sd"": 0.02680386806441501}, ""9-12"": {""side"": ""long"", ""total_events"": 8, ""rise_n"": 8, ""fall_n"": 0, ""win_rate"": 1.0, ""post_mean_rise"": 0.12791949779562237, ""post_mean_fall"": null, ""post_mean_total"": 0.12791949779562237, ""post_plus1sd_total"": 0.22237667552664714, ""post_minus1sd_total"": 0.033462320064597595, ""post_max"": 0.25544589668356, ""post_min"": 0.018072289156626474, ""pre_mean"": 0.122314653014385, ""pre_plus1sd"": 0.19902888186690812, ""pre_minus1sd"": 0.045600424161861886}, ""13+"": {""side"": ""long"", ""total_events"": 52, ""rise_n"": 43, ""fall_n"": 9, ""win_rate"": 0.8269230769230769, ""post_mean_rise"": 0.1656989092709666, ""post_mean_fall"": -0.06131289599327324, ""post_mean_total"": 0.12640840451369434, ""post_plus1sd_total"": 0.2555245511404253, ""post_minus1sd_total"": -0.0027077421130366486, ""post_max"": 0.40222634508348776, ""post_min"": -0.13116296258966206, ""pre_mean"": 0.13102428342038233, ""pre_plus1sd"": 0.2235903639617703, ""pre_minus1sd"": 0.038458202878994374}}","{""0"": {""side"": ""short"", ""total_events"": 6, ""rise_n"": 4, ""fall_n"": 2, ""win_rate"": 0.3333333333333333, ""post_mean_rise"": 0.1577940124611673, ""post_mean_fall"": -0.057172346468477984, ""post_mean_total"": 0.08613855948461886, ""post_plus1sd_total"": 0.210680369404017, ""post_minus1sd_total"": -0.03840325043477927, ""post_max"": 0.22412651101175685, ""post_min"": -0.09043121624353753, ""pre_mean"": -0.07400155263049947, ""pre_plus1sd"": -0.028638682361098323, ""pre_minus1sd"": -0.11936442289990062}, ""1-4"": {""side"": ""short"", ""total_events"": 13, ""rise_n"": 7, ""fall_n"": 6, ""win_rate"": 0.46153846153846156, ""post_mean_rise"": 0.11977927252325118, ""post_mean_fall"": -0.06110558291581508, ""post_mean_total"": 0.036293954628297535, ""post_plus1sd_total"": 0.14138312650452894, ""post_minus1sd_total"": -0.06879521724793389, ""post_max"": 0.19043504270663703, ""post_min"": -0.12475476457399098, ""pre_mean"": -0.03680430518363657, ""pre_plus1sd"": 0.03810427040965297, ""pre_minus1sd"": -0.1117128807769261}, ""5-8"": {""side"": ""short"", ""total_events"": 7, ""rise_n"": 3, ""fall_n"": 4, ""win_rate"": 0.5714285714285714, ""post_mean_rise"": 0.10962252252764233, ""post_mean_fall"": -0.052833992326578726, ""post_mean_total"": 0.016790228325230305, ""post_plus1sd_total"": 0.11876069746013657, ""post_minus1sd_total"": -0.08518024080967596, ""post_max"": 0.1614235394145512, ""post_min"": -0.11724215121159544, ""pre_mean"": 0.008114662951578132, ""pre_plus1sd"": 0.12136257039772931, ""pre_minus1sd"": -0.10513324449457305}, ""9-12"": {""side"": ""short"", ""total_events"": 4, ""rise_n"": 1, ""fall_n"": 3, ""win_rate"": 0.75, ""post_mean_rise"": 0.09874526004254393, ""post_mean_fall"": -0.08823457279551278, ""post_mean_total"": -0.041489614585998605, ""post_plus1sd_total"": 0.05269243570089037, ""post_minus1sd_total"": -0.13567166487288757, ""post_max"": 0.09874526004254393, ""post_min"": -0.09870673259794611, ""pre_mean"": -0.07484589458134966, ""pre_plus1sd"": 0.007193554507166522, ""pre_minus1sd"": -0.15688534366986584}, ""13+"": {""side"": ""short"", ""total_events"": 7, ""rise_n"": 6, ""fall_n"": 1, ""win_rate"": 0.14285714285714285, ""post_mean_rise"": 0.08872802032286935, ""post_mean_fall"": -0.0031144781144779934, ""post_mean_total"": 0.0756076634032483, ""post_plus1sd_total"": 0.15370853084446637, ""post_minus1sd_total"": -0.002493204037969765, ""post_max"": 0.22293732855032725, ""post_min"": -0.0031144781144779934, ""pre_mean"": 0.044499877610080396, ""pre_plus1sd"": 0.20342858562724078, ""pre_minus1sd"": -0.11442883040707999}}",0.108653,0.039716,0.074184,8.6209,-2.3275,3.1467
3,ANET,Stock,2026-08-19,1M,12/26/9,6,3,84,67,17,0.7976190476190477,0.3485932687294727,-0.12819540819738853,0.2521003222085603,0.5044912085312373,-0.0002905641141166537,0.8478027867095389,-0.3480801335559265,0.2887343336016726,0.49274675719461836,0.08472191000872689,38,22,16,0.42105263157894735,0.2759833173619102,-0.08928176885307045,0.1221874915871815,0.350039868182861,-0.10566488500849798,0.5760618651892891,-0.1958128078817733,-0.03336252838826578,0.15299993189172043,-0.219724988668252,0.7786885245901639,0.32,0.227895484357405,0.1118625648529847,0.01893052302888376,0.10105263157894734,0.02420483785115532,-0.010324926734196799,LONG,25.3518,21.8937,3.4581,4,"{""0"": {""side"": ""long"", ""total_events"": 5, ""rise_n"": 5, ""fall_n"": 0, ""win_rate"": 1.0, ""post_mean_rise"": 0.2324145435668216, ""post_mean_fall"": null, ""post_mean_total"": 0.2324145435668216, ""post_plus1sd_total"": 0.3370468449137504, ""post_minus1sd_total"": 0.12778224221989276, ""post_max"": 0.4074394463667821, ""post_min"": 0.15030027592923234, ""pre_mean"": 0.2894830610257169, ""pre_plus1sd"": 0.4455198691083292, ""pre_minus1sd"": 0.13344625294310467}, ""1-4"": {""side"": ""long"", ""total_events"": 16, ""rise_n"": 14, ""fall_n"": 2, ""win_rate"": 0.875, ""post_mean_rise"": 0.27541370077258737, ""post_mean_fall"": -0.08985175707901927, ""post_mean_total"": 0.22975551854113657, ""post_plus1sd_total"": 0.39833856615039076, ""post_minus1sd_total"": 0.06117247093188238, ""post_max"": 0.5049751243781095, ""post_min"": -0.1573673735502025, ""pre_mean"": 0.4027735474271346, ""pre_plus1sd"": 0.6451648299376739, ""pre_minus1sd"": 0.16038226491659538}, ""5-8"": {""side"": ""long"", ""total_events"": 15, ""rise_n"": 15, ""fall_n"": 0, ""win_rate"": 1.0, ""post_mean_rise"": 0.44100793637890356, ""post_mean_fall"": null, ""post_mean_total"": 0.44100793637890356, ""post_plus1sd_total"": 0.5804898632336755, ""post_minus1sd_total"": 0.3015260095241316, ""post_max"": 0.668042300748001, ""post_min"": 0.2724001693241144, ""pre_mean"": 0.1546719977130281, ""pre_plus1sd"": 0.2650759025973668, ""pre_minus1sd"": 0.044268092828689404}, ""9-12"": {""side"": ""long"", ""total_events"": 12, ""rise_n"": 10, ""fall_n"": 2, ""win_rate"": 0.8333333333333334, ""post_mean_rise"": 0.43679015359770323, ""post_mean_fall"": -0.2618866173904713, ""post_mean_total"": 0.32034402509967425, ""post_plus1sd_total"": 0.6295850028000471, ""post_minus1sd_total"": 0.011103047399301402, ""post_max"": 0.61731843575419, ""post_min"": -0.3480801335559265, ""pre_mean"": 0.3585187218881896, ""pre_plus1sd"": 0.49822914713872724, ""pre_minus1sd"": 0.218808296637652}, ""13+"": {""side"": ""long"", ""total_events"": 36, ""rise_n"": 23, ""fall_n"": 13, ""win_rate"": 0.6388888888888888, ""post_mean_rise"": 0.3197766910679892, ""post_mean_fall"": -0.11352655310897107, ""post_mean_total"": 0.16330607511519804, ""post_plus1sd_total"": 0.43627154128674395, ""post_minus1sd_total"": -0.1096593910563479, ""post_max"": 0.8478027867095389, ""post_min"": -0.192580241767403, ""pre_mean"": 0.28006815830901366, ""pre_plus1sd"": 0.4955294627262421, ""pre_minus1sd"": 0.06460685389178525}}","{""0"": {""side"": ""short"", ""total_events"": 5, ""rise_n"": 4, ""fall_n"": 1, ""win_rate"": 0.2, ""post_mean_rise"": 0.32296096635259514, ""post_mean_fall"": -0.06805555555555558, ""post_mean_total"": 0.24475766197096496, ""post_plus1sd_total"": 0.43429065280747237, ""post_minus1sd_total"": 0.05522467113445759, ""post_max"": 0.3836129662811532, ""post_min"": -0.06805555555555558, ""pre_mean"": -0.14180768502573632, ""pre_plus1sd"": -0.02249144184976838, ""pre_minus1sd"": -0.26112392820170427}, ""1-4"": {""side"": ""short"", ""total_events"": 12, ""rise_n"": 11, ""fall_n"": 1, ""win_rate"": 0.08333333333333333, ""post_mean_rise"": 0.29348506679956227, ""post_mean_fall"": -0.14245653393157595, ""post_mean_total"": 0.25715660007196744, ""post_plus1sd_total"": 0.48721944913435977, ""post_minus1sd_total"": 0.027093751009575145, ""post_max"": 0.5760618651892891, ""post_min"": -0.14245653393157595, ""pre_mean"": -0.07945895661321482, ""pre_plus1sd"": 0.05471107011809086, ""pre_minus1sd"": -0.21362898334452052}, ""5-8"": {""side"": ""short"", ""total_events"": 4, ""rise_n"": 0, ""fall_n"": 4, ""win_rate"": 1.0, ""post_mean_rise"": null, ""post_mean_fall"": -0.1131341505173525, ""post_mean_total"": -0.1131341505173525, ""post_plus1sd_total"": -0.06669621474997238, ""post_minus1sd_total"": -0.15957208628473263, ""post_max"": -0.07390451275343356, ""post_min"": -0.17404580152671748, ""pre_mean"": 0.2612528312394919, ""pre_plus1sd"": 0.3540000698312654, ""pre_minus1sd"": 0.1685055926477184}, ""9-12"": {""side"": ""short"", ""total_events"": 4, ""rise_n"": 0, ""fall_n"": 4, ""win_rate"": 1.0, ""post_mean_rise"": null, ""post_mean_fall"": -0.11985542319766085, ""post_mean_total"": -0.11985542319766085, ""post_plus1sd_total"": -0.09117419727348283, ""post_minus1sd_total"": -0.14853664912183887, ""post_max"": -0.0869849574885545, ""post_min"": -0.1486939048894842, ""pre_mean"": -0.13900896007219418, ""pre_plus1sd"": -0.00022931587361035843, ""pre_minus1sd"": -0.277788604270778}, ""13+"": {""side"": ""short"", ""total_events"": 13, ""rise_n"": 7, ""fall_n"": 6, ""win_rate"": 0.46153846153846156, ""post_mean_rise"": 0.22163619739377985, ""post_mean_fall"": -0.04767298621699038, ""post_mean_total"": 0.09733965111188589, ""post_plus1sd_total"": 0.28630260986138534, ""post_minus1sd_total"": -0.09162330763761359, ""post_max"": 0.4716692189892801, ""post_min"": -0.1958128078817733, ""pre_mean"": -0.007246589148925457, ""pre_plus1sd"": 0.18885985124237611, ""pre_minus1sd"": -0.20335302954022702}}",0.2521,0.122187,0.187144,9.1546,-3.3057,2.9244
4,SMH,ETF,2026-08-19,1M,12/26/9,6,3,88,71,17,0.8068181818181818,0.24214787313304834,-0.09420970164725169,0.1771697052777631,0.3795536670014914,-0.025214256445965172,0.8212589898092355,-0.3402849740932643,0.19129039518599034,0.3380382099501006,0.04454258042188011,33,24,9,0.2727272727272727,0.14556079399707886,-0.134193887430313,0.06926406269869927,0.2283942169905629,-0.08986609159316435,0.36681181370692906,-0.24492216456634547,-0.011374026154841474,0.15159876755316562,-0.17434681986284858,0.7868852459016393,0.224,0.17705568000100108,0.08669083056624764,0.019932935916542438,0.0487272727272727,0.00011402527676201979,0.017426767867548376,LONG,93.9756,72.1029,21.8726,13,"{""0"": {""side"": ""long"", ""total_events"": 4, ""rise_n"": 4, ""fall_n"": 0, ""win_rate"": 1.0, ""post_mean_rise"": 0.24373384299838213, ""post_mean_fall"": null, ""post_mean_total"": 0.24373384299838213, ""post_plus1sd_total"": 0.3776214768270565, ""post_minus1sd_total"": 0.10984620916970778, ""post_max"": 0.3971189140522197, ""post_min"": 0.11189634864546509, ""pre_mean"": 0.24633244772502186, ""pre_plus1sd"": 0.41960706920354507, ""pre_minus1sd"": 0.07305782624649862}, ""1-4"": {""side"": ""long"", ""total_events"": 16, ""rise_n"": 15, ""fall_n"": 1, ""win_rate"": 0.9375, ""post_mean_rise"": 0.2762575535142035, ""post_mean_fall"": -0.016786973308712438, ""post_mean_total"": 0.25794227058777125, ""post_plus1sd_total"": 0.4496472325044242, ""post_minus1sd_total"": 0.0662373086711183, ""post_max"": 0.7001532871579426, ""post_min"": -0.016786973308712438, ""pre_mean"": 0.2741203017923421, ""pre_plus1sd"": 0.41881946259071423, ""pre_minus1sd"": 0.12942114099396992}, ""5-8"": {""side"": ""long"", ""total_events"": 15, ""rise_n"": 15, ""fall_n"": 0, ""win_rate"": 1.0, ""post_mean_rise"": 0.3582542490098945, ""post_mean_fall"": null, ""post_mean_total"": 0.3582542490098945, ""post_plus1sd_total"": 0.5446328033313992, ""post_minus1sd_total"": 0.17187569468838987, ""post_max"": 0.8212589898092355, ""post_min"": 0.14709268854346572, ""pre_mean"": 0.15982451326493408, ""pre_plus1sd"": 0.2935349809816345, ""pre_minus1sd"": 0.026114045548233655}, ""9-12"": {""side"": ""long"", ""total_events"": 12, ""rise_n"": 12, ""fall_n"": 0, ""win_rate"": 1.0, ""post_mean_rise"": 0.22386961433979213, ""post_mean_fall"": null, ""post_mean_total"": 0.22386961433979213, ""post_plus1sd_total"": 0.3730497000131862, ""post_minus1sd_total"": 0.07468952866639805, ""post_max"": 0.4791548496880319, ""post_min"": 0.006861277445109805, ""pre_mean"": 0.27115618455451346, ""pre_plus1sd"": 0.46096294524577874, ""pre_minus1sd"": 0.0813494238632482}, ""13+"": {""side"": ""long"", ""total_events"": 41, ""rise_n"": 25, ""fall_n"": 16, ""win_rate"": 0.6097560975609756, ""post_mean_rise"": 0.16053804842055697, ""post_mean_fall"": -0.0990486221684104, ""post_mean_total"": 0.05923593306876485, ""post_plus1sd_total"": 0.21868019951545636, ""post_minus1sd_total"": -0.10020833337792667, ""post_max"": 0.398163030998852, ""post_min"": -0.3402849740932643, ""pre_mean"": 0.149136341841939, ""pre_plus1sd"": 0.2681926093622942, ""pre_minus1sd"": 0.030080074321583786}}","{""0"": {""side"": ""short"", ""total_events"": 3, ""rise_n"": 1, ""fall_n"": 2, ""win_rate"": 0.6666666666666666, ""post_mean_rise"": 0.029986682132577176, ""post_mean_fall"": -0.1027009441180382, ""post_mean_total"": -0.05847173536783307, ""post_plus1sd_total"": 0.019546040623500342, ""post_minus1sd_total"": -0.13648951135916648, ""post_max"": 0.029986682132577176, ""post_min"": -0.11746931067044392, ""pre_mean"": -0.003770600260740951, ""pre_plus1sd"": 0.04527554215243167, ""pre_minus1sd"": -0.05281674267391357}, ""1-4"": {""side"": ""short"", ""total_events"": 12, ""rise_n"": 7, ""fall_n"": 5, ""win_rate"": 0.4166666666666667, ""post_mean_rise"": 0.17144065738135827, ""post_mean_fall"": -0.15016988601489242, ""post_mean_total"": 0.03743626429958716, ""post_plus1sd_total"": 0.2346589348584668, ""post_minus1sd_total"": -0.1597864062592925, ""post_max"": 0.36681181370692906, ""post_min"": -0.24492216456634547, ""pre_mean"": -0.0742954481115929, ""pre_plus1sd"": 0.05691365091588181, ""pre_minus1sd"": -0.20550454713906763}, ""5-8"": {""side"": ""short"", ""total_events"": 8, ""rise_n"": 6, ""fall_n"": 2, ""win_rate"": 0.25, ""post_mean_rise"": 0.14475741171905224, ""post_mean_fall"": -0.1257468342811392, ""post_mean_total"": 0.0771313502190044, ""post_plus1sd_total"": 0.2298031998118537, ""post_minus1sd_total"": -0.07554049937384492, ""post_max"": 0.25303879082549413, ""post_min"": -0.2021420138303255, ""pre_mean"": -0.11522294012010577, ""pre_plus1sd"": 0.005329859658245312, ""pre_minus1sd"": -0.23577573989845685}, ""9-12"": {""side"": ""short"", ""total_events"": 8, ""rise_n"": 8, ""fall_n"": 0, ""win_rate"": 0.0, ""post_mean_rise"": 0.1173411480883785, ""post_mean_fall"": null, ""post_mean_total"": 0.1173411480883785, ""post_plus1sd_total"": 0.21478954741670547, ""post_minus1sd_total"": 0.019892748760051523, ""post_max"": 0.2969350546959692, ""post_min"": 0.007225184930328481, ""pre_mean"": 0.12156465429655694, ""pre_plus1sd"": 0.24539605430832173, ""pre_minus1sd"": -0.0022667457152078657}, ""13+"": {""side"": ""short"", ""total_events"": 2, ""rise_n"": 2, ""fall_n"": 0, ""win_rate"": 0.0, ""post_mean_rise"": 0.22805705855323286, ""post_mean_fall"": null, ""post_mean_total"": 0.22805705855323286, ""post_plus1sd_total"": 0.32866727306260685, ""post_minus1sd_total"": 0.12744684404385886, ""post_max"": 0.2991992234894444, ""post_min"": 0.15691489361702132, ""pre_mean"": 0.23839030079997994, ""pre_plus1sd"": 0.45417548812184483, ""pre_minus1sd"": 0.022605113478115085}}",0.17717,0.069264,0.123217,8.2121,-2.5004,2.8558
