rank,symbol,timeframe,macd_params,long_hold_bars,short_hold_bars,long_total_events,long_rise_n,long_fall_n,long_win_rate,long_post_mean_rise,long_post_mean_fall,long_post_mean_total,long_plus1sd,long_minus1sd,long_post_max,long_post_min,long_pre_mean,long_pre_plus1sd,long_pre_minus1sd,short_total_events,short_rise_n,short_fall_n,short_win_rate,short_post_mean_rise,short_post_mean_fall,short_post_mean_total,short_plus1sd,short_minus1sd,short_post_max,short_post_min,short_pre_mean,short_pre_plus1sd,short_pre_minus1sd,base_long_rise_rate,base_short_fall_rate,base_long_mean,base_short_mean,long_edge,short_edge,long_mag_edge,short_mag_edge,active_signal,current_macd,current_signal,current_diff,long_expectancy,short_expectancy,combined_expectancy
1,NVDA,1M,12/26/9,12,3,84,64,20,0.7619047619047619,1.0774470474431936,-0.31564103127344867,0.745759409653517,1.5695419102564179,-0.07802309094938409,2.2564102564102564,-0.5032301938116287,0.4743789385257292,0.8193911944685011,0.12936668258295736,28,19,9,0.32142857142857145,0.3491120476009442,-0.14649324976545985,0.1898103448760286,0.48312331522422497,-0.10350262547216776,0.9014373716632446,-0.31878557874762803,-0.09723568375195853,0.22982034738705948,-0.4242917148909765,0.8141592920353983,0.2540983606557377,0.913175207068981,0.1770650763596261,-0.05225453013063641,0.06733021077283374,-0.16741579741546408,0.012745268516402508,LONG,30.6458,29.353,1.2928,0.745759,0.18981,0.467785
2,TSLA,1M,12/26/9,12,3,61,45,16,0.7377049180327869,1.2041067593803154,-0.2297010696212307,0.828026017347123,2.565102961785609,-0.9090509270913631,7.6,-0.6503151081587464,0.5384668932708425,1.226891993734275,-0.1499582071925899,51,30,21,0.4117647058823529,0.2828064260508458,-0.18063702190878117,0.0919767710086465,0.4011199741186031,-0.21716643210131015,1.0662220104811815,-0.5356079170593779,-0.05994066367845836,0.18849538090967086,-0.3083767082665876,0.6814159292035398,0.4180327868852459,0.8695640361920994,0.13427546851882288,0.056288988829247155,-0.006268081002893,-0.04153801884497643,-0.04229869751017638,SHORT,41.7178,42.2116,-0.4938,0.828026,0.091977,0.460001
3,AMD,1M,12/26/9,12,3,78,57,21,0.7307692307692307,0.8050945317241789,-0.2887816949747434,0.5105893937667768,1.2742112195744868,-0.2530324320409333,4.105263157894737,-0.5498957609451008,0.41568176540713603,0.8863281755600099,-0.05496464474573781,36,25,11,0.3055555555555556,0.3832781438339653,-0.19054680250456668,0.2079427435638583,0.585715781903459,-0.16983029477574238,1.1355140186915889,-0.36424261670371544,-0.07146827290692553,0.19885392376785,-0.34179046958170106,0.7964601769911505,0.36885245901639346,0.6875174320068776,0.16942716968479649,-0.06569094622191973,-0.06329690346083788,-0.17692803824010084,0.03851557387906182,LONG,49.6468,27.4238,22.223,0.510589,0.207943,0.359266
4,TAN,1M,12/26/9,12,3,32,22,10,0.6875,1.0573144577014537,-0.19304731226410304,0.6665764045872173,1.5652142115302166,-0.23206140235578177,2.637336504161712,-0.39755267273898237,0.3225079346214635,0.7784039342117317,-0.1333880649688048,60,19,41,0.6833333333333333,0.13381724730413003,-0.10950389419112416,-0.03245219938429366,0.11563879955082113,-0.18054319831940846,0.3322434999221546,-0.38751094251531965,-0.08884046362139843,0.05129057048956075,-0.2289714977323576,0.5161290322580645,0.5196078431372549,0.23151732357303334,0.045835610209620396,0.1713709677419355,0.1637254901960784,0.435059081014184,-0.07828780959391406,LONG,2.7485,-0.8222,3.5707,0.666576,0.032452,0.349514
5,AVGO,1M,12/26/9,12,3,82,70,12,0.8536585365853658,0.4875708495974179,-0.10550280560633009,0.40077958298223526,0.7879641747601935,0.01359499120427693,1.486179664363277,-0.21150648486863982,0.2032497999324248,0.35771253543639425,0.04878706442845537,29,24,5,0.1724137931034483,0.14018777865813475,-0.09180385048122472,0.10018922190996933,0.22498475795610118,-0.02460631413616253,0.35958270233888606,-0.13129710432368116,-0.0146801319496705,0.13298071235694553,-0.16234097625628652,0.875,0.24793388429752067,0.43221054673191756,0.0960519503030422,-0.021341463414634165,-0.07552009119407238,-0.031430963749682295,0.0041372716069271315,LONG,65.1127,58.2775,6.8353,0.40078,0.100189,0.250484
6,MELI,1M,12/26/9,12,3,85,67,18,0.788235294117647,0.567625874642915,-0.2944997106119375,0.3850581036477697,0.9049995421411126,-0.13488333484557313,1.9290135328880649,-0.5911708253358925,0.2665322044496047,0.5476066785406932,-0.014542269641483918,31,18,13,0.41935483870967744,0.30461401076156824,-0.17298413540499535,0.104330917207848,0.44559489098735033,-0.23693305657165437,1.017622497850915,-0.4645811615159566,-0.07784869098437949,0.15789643895723993,-0.3135938209259989,0.8141592920353983,0.3770491803278688,0.4332626009731318,0.09503750763474282,-0.02592399791775124,0.04230565838180861,-0.04820449732536208,0.009293409573105177,SHORT,23.4306,134.0495,-110.6189,0.385058,0.104331,0.244695
7,NFLX,1M,12/26/9,12,3,78,60,18,0.7692307692307693,0.6031938768453035,-0.27110712857345814,0.4014321063640508,0.8887050711556396,-0.08584085842753797,1.6198125836680055,-0.6292112950340799,0.24143712756910557,0.42552148850172333,0.057352766636487834,37,27,10,0.2702702702702703,0.18411106228057386,-0.24459225184425626,0.06824530170629543,0.30113346301999777,-0.16464285960740688,0.3662790697674419,-0.5542027628190119,-0.036240428613270856,0.30859778582888736,-0.3810786430554291,0.7787610619469026,0.28688524590163933,0.39076555075840214,0.07936563012376482,-0.00953029271613337,-0.016614975631369044,0.010666555605648664,-0.011120328417469391,SHORT,6.7581,11.4431,-4.685,0.401432,0.068245,0.234839
8,LLY,1M,12/26/9,12,3,84,73,11,0.8690476190476191,0.3833174120928447,-0.07930115820510249,0.32273640883954213,0.5971479083448756,0.04832490933420858,0.9731723336533118,-0.236911731005604,0.17819556321127455,0.32460609159133047,0.03178503483121867,34,28,6,0.17647058823529413,0.18514534100909283,-0.08026112498270495,0.1383089058340697,0.3136778596986081,-0.037060048030468695,0.5941284684960907,-0.19873347598926827,-0.030046435831648375,0.09305796539562083,-0.15315083705891758,0.8938053097345132,0.36065573770491804,0.3322449563318187,0.07413717616095412,-0.02475769068689415,-0.18418514946962392,-0.009508547492276587,0.06417172967311559,SHORT,89.0393,90.4091,-1.3697,0.322736,0.138309,0.230523
9,AAPL,1M,12/26/9,12,3,81,66,15,0.8148148148148148,0.33991562984152357,-0.0721379551059957,0.2636094104067978,0.5321121696382591,-0.004893348824663524,1.0684050723343455,-0.268288562257138,0.1759083327678316,0.3473866788741925,0.004429986661470708,35,29,6,0.17142857142857143,0.1519404752483682,-0.04352145724908321,0.11843271539166227,0.22962742183710166,0.007238008946222882,0.30382199260259496,-0.05984081041968149,-0.01851367119000084,0.13226705820103452,-0.16929440058103618,0.8672566371681416,0.30327868852459017,0.30344127770369494,0.06984068622344086,-0.05244182235332684,-0.13185011709601874,-0.03983186729689714,0.048592029168221404,LONG,21.8929,19.2411,2.6518,0.263609,0.118433,0.191021
10,LIT,1M,12/26/9,12,3,55,39,16,0.7090909090909091,0.5643198280962048,-0.1856689334150067,0.3461412792929433,0.8521871109884309,-0.15990455240254425,1.408296943231441,-0.3058976788252013,0.20156391644446237,0.4383093084626324,-0.03518147557370768,57,18,39,0.6842105263157895,0.12650993566263638,-0.09261602306250023,-0.0234183518861413,0.10881214751058399,-0.1556488512828666,0.45785352372178706,-0.2839358032098395,-0.08516430109087923,0.01146115548868365,-0.18178975767044211,0.5132743362831859,0.48360655737704916,0.20243269016097207,0.04886590165856209,0.19581657280772324,0.20060396893874033,0.14370858913197124,-0.07228425354470339,LONG,8.4461,3.74,4.706,0.346141,0.023418,0.18478
